downloaded,receipt,heading,detail
Mon Jul 15 23:54:22 2019,MSC1891502961,Card Was Delivered To Me By The Post Office,"On June 13, 2019, the Post Office delivered your new card for Receipt Number MSC1891502961, to the address that you gave us.  The tracking number assigned is 9205590153708652092109.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:23 2019,MSC1891502962,Case Was Received,"On July 30, 2018, we received your Form I-130, Petition for Alien Relative, Receipt Number MSC1891502962, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by August 29, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:24 2019,MSC1891502963,Card Was Delivered To Me By The Post Office,"On December 22, 2018, the Post Office delivered your new card for Receipt Number MSC1891502963, to the address that you gave us.  The tracking number assigned is 9205590153708644086765.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:25 2019,MSC1891502964,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502964, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Mon Jul 15 23:54:27 2019,MSC1891502965,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502965, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:28 2019,MSC1891502966,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-360, Petition for Amerasian, Widow(er), or Special Immigrant, Receipt Number MSC1891502966, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:30 2019,MSC1891502967,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502967, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:35 2019,MSC1891502968,Case Was Rejected Because It Was Improperly Filed,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502968, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. "
Mon Jul 15 23:54:36 2019,MSC1891502969,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-601, Application for Waiver of Grounds of Inadmissibility, Receipt Number MSC1891502969, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:39 2019,MSC1891502970,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number MSC1891502970, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:43 2019,MSC1891502971,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502971, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:44 2019,MSC1891502972,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-290B, Notice of Appeal or Motion, Receipt Number MSC1891502972, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:45 2019,MSC1891502973,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502973, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:46 2019,MSC1891502974,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-601, Application for Waiver of Grounds of Inadmissibility, Receipt Number MSC1891502974, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:47 2019,MSC1891502975,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502975, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
Mon Jul 15 23:54:48 2019,MSC1891502976,Case Rejected Because I Sent An Incorrect Fee,"On August 3, 2018, we rejected your Form I-765, Application for Employment Authorization, Receipt Number MSC1891502976, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by September 2, 2018, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
